type,group_year,title,place,year,keyword,playtime,summary,url,thumbnail,,,,,,,,,,
기록영상,1950,"카톨릭 성당, 원산, 한국,CATHOLIC CHURCH, WONSAN, N. KOREA",미국 NARA,11/3/1950,"음성있음,체험담,증언",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"카톨릭 성당, 원산, 한국,CATHOLIC CHURCH, WONSON, KOREA",미국 NARA,11/3/1950,"음성있음,교회,그림,한국인,대담,통역",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국 행진곡, 부산, 한국,KOREAN MARCHING SONGS, PUSAN, KOREA",미국 NARA,1/29/1951,"음성있음,텐트,행군,연기,철조망,노래",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 철수, UDT, 한국,EVACUATION OF HUNGHAM, UDT, KOREA",미국 NARA,12/24/1950,"군용트럭,와이어,보트,로프,수중 투하,연기,부두",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"혜산진 항공뷰, ; 미국해군모함 필리핀 바다 (CV-47) 연료 보급과 보급품 인수 탑승; ,AERIAL VIEWS OF HYESANJIN, KOREA AND NEARBY MOUNTAINS; REFUELING AND TAKING ON SUPPLIES ABOARD THE USS PHILIPPINE SEA (CV-47); FLIGHT DECK OPERATIONS IN SNOWSTORM",미국 NARA,,"국방부. 미해군. 카트마이 산 (탄약선). 9/18/1947-8/14/1973,미해군. 필리핀 바다 (항공모함). 5/11/1946-9/18/1947,비행기,탄약,군통신,오락,폭풍,기관총,연료 공급,하역망,폭풍 해일",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국 전쟁, 조 디마지오와 레프티 오돌, 함흥&김포 공군 기지 ,KOREAN WAR, JOE DI MAGGIO AND LEFTY O'DOUL, HAMHUNG & KIMPO AIRBASE ; KOREAN WAR ARRIVALS AT HAMHUNG, KOREA ; BOB HOPE SHOW, KIMPO, KOREA",미국 NARA,"11/12/1950,11/11/1950,11/7/1950,10/23/1950","비행기,군용차,자동차,병원, 환자,의장대, 수여식,배구,군용기,기자,인터뷰,공연",780,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"도판 다리에 낙하산 투하를 동반한 작전, 한국,ACTION ACCOMPANYING PARACHUTE DROP OF THE TREADWAY BRIDGE, KOREA",미국 NARA,,"한천강 (한국),바지선,공병,상륙 주정,구명 보트,낙하산,육군 장교,트렉터,지프차,GMC 부두 (군트럭)",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제1 해병대 사단을 위한 대니 케이 쇼, 제5 여단 한국,DANNY KAYE SHOW FOR THE 1ST MARINE DIVISION, 5TH REGIMENT Korea",미국 NARA,11/9/1951,"대니 케이, 1913-1987,비행기,관중,오락 행사,해병대,아코디언,신호와 신호판,군 헬리콥터",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"미국 해병대 정찰 & 한국에서의 활동 구동Ku-Dong, 한국,US MARINE PATROLS & ACTIVITIES IN KOREA Ku-Dong, Korea",미국 NARA,,"탄약,벙커 (요새),요새화,해병대,지뢰 (군용 화약),보초 업무,철조망,감시원,대형 상륙함,기관총,포수",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"""THIS IS KOREA"" 미공개 영상 ,SUPPLEMENTS TO ""THIS IS KOREA""",미국 NARA,1951,"도쿄 (일본),한국,구축함 (군함),항구,선박,부교,대형 상륙함,포수",780,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제1 해병대 사단을 위한 대니 케이 쇼 한국,DANNY KAYE SHOW FOR THE 1ST MARINE DIVISION Korea",미국 NARA,11/9/1951,"대니 케이, 1913-1987,비행기,오락 행사,해병대,텐트,군병원,GMC 부두 (군트럭)",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"한국 흥남 활동; 일본 도쿄 크리스마스 장식,ACTIVITIES IN HUNGNAM, KOREA; CHRISTMAS DECORATIONS IN TOKYO, JAPAN",미국 NARA,"12/11/1950,12/13/1950,12/14/1950","도쿄 (일본),한국,공중 폭격,크리스마스,부두,노동자,상륙 주정,의료 관리,전체 상선,군사 지원",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"정찰 비행대대. VP-6; 북한 흥남 항구 활동,PATROL SQDN. VP-6; ACTIVITIES IN HUNGNAM HARBOR North Korea",미국 NARA,"12/12/1950,12/16/1950,12/17/1950","비행기,항구,해변,민간인 대피,상륙 주정,전체 상선,전쟁 상해,행진,병과 부상에 대한 전시 구조",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미국해군전함 뉴저지 (BB-62)  작전개시, 개성, 한국 지역 ,INITIAL OPERATION OF USS NEW JERSEY (BB-62) Kansong, Korea Area",미국 NARA,5/23/1951,"미해군. 아놀드 J. 이사벨 (구축함). 1/5/1946-9/18/1947,알레이 A. 버크 (알레이 알버트), 1901-1996,대공포,전함,부표,구축함 (군함),해군 장교,회전 포탑",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"OLD BALDY 전투, 제2 보병 사단 지역, 한국,BATTLE FOR OLD BALDY, 2ND INF DIV AREA, KOREA",미국 NARA,9/1952,"전투 사상자,위장 (군사학),발굴,폭발,헬리콥터,위생,헌병대,병과 부상에 대한 전시 구조,샌드백,수류탄,곡사포,계곡,병력호송장갑차",1620,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"매킨리 산 ""D"" DAY, 매킨리 산 탑승 인천, 한국,ABOARD THE MT. McKINLEY ON ""D"" DAY, INCHON, KOREA",미국 NARA,9/15/1950,"아서 D. 스트러블 (아서 듀이), 1894-1983,레무엘 C. 셰퍼드 (레무엘 코닉), 1896-1990,폭발, 항공,항구,상륙 주정,해군 장교,육군 장교,순양함 (군함),침입,부교,군 기동대",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"Little Switch 작전- 무신리와 K-16, 한국,Operation Little Switch- Munsan-ni and K-16, Korea",미국 NARA,4/23/1953,"무산리 (경기도, 한국),미국 적십자사 2/12/1978-,멕스웰 D 테일러. (맥스웰 데번포트), 1901-1987,비행기,헬리콥터,환자,전쟁포로,Little Switch 작전, 1953,C-124 (수송기)",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"LITTLE SWITCH (포로 송환), 판문점과 무산리, 한국,LITTLE SWITCH (RETURNING PRISONERS), PANMUNJOM AND MUNSAN-NI, KOREA",미국 NARA,,"무산리 (경기도, 한국),판문점 (한국) (Korea),한국,앰뷸런스,다리,신호와 신호판",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"OLD BALDY 전투, 제2 보병 사단 지역, 한국,BATTLE FOR OLD BALDY, 2ND INF DIV AREA, KOREA",미국 NARA,9/1952,"포병대,벙커 (요새),저녁 식사와 만찬, 음식, 군식당, 식기 세트,폭발,헬멧,탱크 (군사학),무덤,보초 업무,아프리카계 미국 군인,철조망,예광탄 (탄약),청소,기관총,병력 호송 장갑차",1680,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"지뢰제거선 (MSB) 작전, 원산발, 한국,MINESWEEP BOAT (MSB) OPERATION, OFF WONSAN, KOREA",미국 NARA,4/26/1952,"구축함 (군함),상륙 주정,지뢰 (군용화약),바다,선원, 선박,난파선",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"제 101 통신 대대 건설, 춘천, 한국,101ST SIGNAL BN CONSTRUCTION, CHUNCHON, KOREA",미국 NARA,2/14/1952,"춘천 (한국),통신,전선,폭발,군인,송수화기,트럭,와이어,해머",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"""트루먼 대통령 한국에 대해 발표"",""President Truman Reports on Korea""",미국 NARA,ca. 1950,"뉴욕 (N.Y.),유엔,트루먼 S. 헨리, 1884-1972,딘 애치슨, 1893-1971,더글라스 맥아더, 1880-1964,엘리너 루스벨트, 1884-1962,깃발,퍼레이드,선박,자유의 여신상 (뉴욕, N.Y.)",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"정보 수색 정찰, 제7 사단 17 보병대대, INF, 응가리, KOREA,INTELLIGENCE AND RECONNAISSANCE PATROL, 17TH INF, 7TH DIV, UNGYA-RI, KOREA",미국 NARA,3/8/1951,"군용차,대포,포탄,포격",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"일반활동, 미국해군전함 맨체스터의 송진 해변을 공격하다, 한국,GENEREAL ACTIVITIES, USS MANCHESTER FIRING ON BEACH AT SONGJIN, KOREA",미국 NARA,"3/14/1951,3/16/1951","군함,포격,쌍안경,통신장비,헬리콥터,항공뷰,환자,포탄",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"한국군 제1 사단 (개성 지역 내와 그 근방 지역 부근 우호 게릴라 작전) 한국,1ST ROK DIV (FRIENDLY GUERRILLAS OPERATING IN AND AROUND KAESONG AREA) KOREA",미국 NARA,4/12/1951,"군용차,한국인,보트,지도,책상,쌍안경,대포,포격,나룻배",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제27 보병 여단,강을 넘다,  한강, 한국,RIVER CROSSING, 27TH INF REGT, HAN R AREA, KOREA",미국 NARA,3/7/1951,"박격포 ,송수화기,취사,부교,군용차,고무보트,기중기,불도저,탱크,보트,신문,기병",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"해병대 근접항공지원 (제1 사단) 한국,CLOSE AIR SUPPORT OF MARINES (IST DIVISION) Korea",미국 NARA,5/27/1951,"군사 정보 통신,해병대,군사 지원,낙하산,라디오,트럭,전쟁 상해,육군 장교,보초 근무,참호선,병과 부상에 대한 전시 구조,군 헬리콥터,감시원,발전기",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"미국해군전함 라이먼 K. 스웬슨 (DD-729) 탑승 인천 침입 작전, 한국,ACTION ABOARD THE USS LYMAN K. SWENSON (DD-729) INVASION OF INCHON, KOREA",미국 NARA,9/12/1950,"인천 (한국),미해군. 라이먼 K. 스웬슨 (구축함). 5/2/1944-9/18/1947,구급차,상륙전,공중 폭격,해병대,해군 장교,전쟁 피해,지프차,트레일러,수륙 양용 장갑차",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"인천에서의 활동, 한국; 병원 환자 이송; 작전용 부두 교각; 크리스마스 트리,ACTIVITIES AT INCHON, KOREA; REDEPLOYMENT OF HOSPITAL PATIENTS; PONTOON PIER READY FOR OPERATION; CHRISTMAS TREE",미국 NARA,"12/10/1950,12/14/1950,12/15/1950","인천 (한국),미해군. 엘도라도 (상륙지휘함). 8/25/1944-9/18/1947,국방부. 미해군. 리포스 (병원선). 9/18/1947-5/1/1970,항공 조종사, 비행기,구급차,민간인 대피,상륙 주정,선박,탱크 (군사학),부교,병과 부상에 대한 전시 구조,아프리카계 미국 국인",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"작전 변경 유엔 전쟁 포로 (POW) #1 캠프, 거제도, 한국,OPERATION SWAP, UNITED NATIONS PRISONER OF WAR (POW) CAMP #1, KOJE-DO, KOREA",미국 NARA,8/19/1953,"거제도 (한국),판문점 (한국),전쟁포로,레크레이션,송환,군인,행진,기관총,경비병",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"R & R, K-16 공군 기지 공군 기지 서울, 제40 미국 보병 사단 지역, 한국,R & R, K-16 AFB AFB SEOUL, 40TH U.S. INF DIV AREA, KOREA",미국 NARA,,"서울 (한국),공항,시상식,벙커 (요새),소총,군인,운영 배급량 (군사 지원),샌드백,저격총,C-119 대형 수송기 (수송기)",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미국해군모함 에식스(CV-9) 비행갑판에 F2H 충돌과 화재 , 한국발,F2H CRASH AND FIRE ON FLIGHT DECK OF USS ESSEX(CV-9) Japanese Sea, Off Korea",미국 NARA,9/25/1951,"미해군. 에식스 (항공모함). 12/31/1942-1/9/1947,항공모함,비행기,소화,소방관",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1954,"육군 간호대와 WMSC 활동, 서울, 한국,Army Nurse Corps and WMSC activities, Seoul, Korea",미국 NARA,11/13/1954,"서울(한국),공항,의료 지원,간호사,환자,내과 의사, 외과 의사,수술,C-124 (수송기),수술실,휴식",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"식품 패키지 배부, PONCHON, 한국 ; VIP의 제 40 사단 지역 순회, 한국,DISTRIBUTION OF FOOD PACKAGES, PONCHON, KOREA ; VIP'S TOUR 40TH DIVISION AREA, KOREA",미국 NARA,"8/15/1953,9/1/1953","Ponchon포천 (한국),맥스웰  D. 테일러. (맥스웰 테일러), 1901-1987,토마스 F. 하키 (토마스 프랜시스), 1898-1983,리겔리 게이더, 1903-1992,깃발,군인,운영 배급제 (군사 지원),의장대,치카소 (헬리콥터),노래,환영 행사",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"보병 산악 작전, 제40 사단 지역, 한국,INFANTRY OPERATIONS IN THE MOUNTAINS, 40TH DIV AREA, KOREA",미국 NARA,,"탄약,조경,소총,군인,탱크 (군사학),공격 (군사학)",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"래리 핀리 쇼, 미국위문협회USO 행사 1098, 제40 미국 보병 사단, 한국,LARRY FINLEY SHOW, USO SHOW 1098, 40TH U.S. INF DIV, KOREA",미국 NARA,1/24/1953,"허브 제프리즈,도티 오브라이언O'Brien, Dottie,챔프 버틀러,밴드 (음악), 노래,카메라,담배,트럭,악기,아프리카계 미국 군인,박수",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"유엔한국민사원조위원회. (UNCACK) 활동, 중앙 구호 위원회 회의, 부산, 한국; 등,UNITED NATIONS CIVIL ASSISTANCE COMMAND KOREA (UNCACK) ACTIVITIES, CENTRAL RELIEF COMMITTEE MEETING, PUSAN, KOREA; ETC",미국 NARA,,"책상,회의,서류,신생아실,부산아동자선병원,길거리,한국인",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"""THUNDER FROM THE SKY"", 한국 전술 공군 이야기,""THUNDER FROM THE SKY"", A STORY OF THE TACTICAL AIR FORCES IN KOREA",미국 NARA,1951,"전투기,폭격,회담,사격,군함,폭격,항공뷰,탱크,브리핑,포탄",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"육군 수송 이야기, 한국 부산 ; 육군 수송 이야기, 인천, 한국,Army transportaion story, Pusan Korea ; Army transportation story, Inchon, Korea",미국 NARA,"1952,5/8/1952,5/2/1952,5/11/1952","선박,군용트럭,군수품,열차,보트,노동자,군용차,환자,적십자",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"96 야전 포병 대대, 양구,제10 전방 포병대 활주로, 한국, 포레스트셔먼 하네다공군,96TH FIELD ARTILLERY BATTALION, YANGGU, KOREA ; VIPS, 10TH FORWARD ARTILLERY AIRSTRIP, KOREA ; ADM. FORREST SHERMAN, HANEDA AIR BASE, TOKYO, JAPAN",미국 NARA,"6/26/1951,6/29/1951","대포,포격,책상,통신기,군용기,활주로, 비행기,사진사,자동차",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"오스트레일리안 F-21'S (전투기) 부산, 한국 ; 손상된 F-51 전투기, 부산, 한국,AUSTRALIAN F-21'S (PLANES) PUSAN, KOREA ; CRASHED F-51 PLANE, PUSAN, KOREA",미국 NARA,1/3/1951,"군용기,군용트럭,연료,포탄,탄약,기중기",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"헬리콥터 운용, 원주, ; 40 사단 극동을 향해 승선, 포트 메이슨, 샌프란시스코,,HELICOPTER OPERATION, WONJU, KOREA ; 40TH DIVISION EMBARKATION FOR THE FAR EAST, FORT MASON, SAN FRANCISCO, PORT OF EMBARKATION",미국 NARA,"3/21/1951,3/29/1951","천막,헬리콥터,환자,군용트럭,적십자,대포,선박,깃발",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951," 프린스턴 탑승, CV-37, 항공모함, 제1 왕실 해병 특공대,ABOARD THE USS PRINCETON, CV-37, AIRCRAFT CARRIER- OFF KOREA 1ST ROYAL MARINE COMMANDOS AT RAID BELOW SONGJIN, N KOREA",미국 NARA,4/7/1951,"전함,포탄,쌍안경,탱크,철로,통신기,폭발,포격",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"항복 전단 투하, 대구, 한국 ; 전투기 조종과 T6 (MOSQUITO 전투기), 대구,SURRENDER LEAFLET DROP, TAEGU, KOREA ; FIGHTER CONTROL AND T6 (MOSQUITO FIGHTER PLANES), TAEGU",미국 NARA,"8/29/1950,8/28/1950","선전,군용기,통신장비,군용차,탱크,포탄",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"7기갑 여단 강 건넘 추천, 잔혹 행위 7기갑 강 건넘 ,7TH CAVALRY REGT RIVER CROSSING, N OF CHUNCHON, KOREA ; 8TH CAV ASSAULT ; ATROCITY AND 7TH CAV RIVER CROSSING",미국 NARA,"4/3/1951,4/1/1951","돌다리,군용차,탱크,불,폭발,보트",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"패트리지 중장 (제5 공군AF사령관), ; 북위 38도선으로부터 북쪽으로 10마일, 제187 여단,,LT. GEN. EARLE E. PARTRIDGE (CG 5TH AF) AWARD, EUSAK TAEGU, KOREA ; 10 MILES NORTH OF THE 38TH PARALLEL, 187TH RCT, INJE, KOREA",미국 NARA,"6/3/1951,5/30/1951,5/31/1951","깃발,의장대, 군악대,사진사,자동차, 군용차,군용트럭,탱크,헬리콥터,공중보급,군수품",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"조지 I. 백 장군 도착, 극동 사령부, 대구, 한국 ; 한국 전쟁, 피난민, 함안, 한국,KOREAN WAR, ARRIVAL OF GENERAL GEORGE I. BACK, SIGNAL OFFICER, GENERAL HEADQUARTERS, FAR EAST COMMAND, TAEGU, KOREA ; KOREAN WAR, EVACUEES, HAMAN, KOREA",미국 NARA,"8/17/1950,8/16/1950","군용차,비행기,군용기,송수화기,전투기,피난민,열차,철로,역",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"주한 군사 고문단(KMAG), 한국,KMAG, KOREA",미국 NARA,,"송수화기,쌍안경,군용트럭,군수품,군용차,통신장비,헬리콥터,환자,박격포,전선,노동자",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 철수, 한국,EVACUATION OF HUNGNAM, KOREA",미국 NARA,12/1950,"군함,불,피난민,철로,철조망,박격포,포격,탱크,보트",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
